origin-time-utc,mag,mag-type,latitude,longitude,depth(km),region,a/m,time-updated,kml
10/02/2023 16:23,2.8,MLv,38.0109° N,36.4325° E,0,Goksun-Kahramanmaras,A,10/02/2023 16:26,Stations Event
10/02/2023 14:20,3,MLv,38.0264° N,37.3105° E,0,Nurhak-Kahramanmaras,A,10/02/2023 14:24,Stations Event
10/02/2023 13:40,3.5,MLv,37.8992° N,38.2068° E,3,Merkez-Adiyaman,A,10/02/2023 13:44,Stations Event
10/02/2023 13:38,2.9,MLv,38.9932° N,30.2280° E,0,Altintas-Kutahya,A,10/02/2023 13:41,Stations Event
10/02/2023 13:29,3.7,MLv,38.2535° N,38.1583° E,0,Yesilyurt-Malatya,A,10/02/2023 13:32,Stations Event
10/02/2023 13:19,3,MLv,36.5436° N,36.2279° E,5,iskenderun-Hatay,M,10/02/2023 13:35,Stations Event
10/02/2023 13:02,3.6,MLv,38.2205° N,38.0832° E,0,Yesilyurt-Malatya,A,10/02/2023 13:05,Stations Event
10/02/2023 12:52,4,MLv,38.2590° N,38.1235° E,0,Yesilyurt-Malatya,A,10/02/2023 12:56,Stations Event
10/02/2023 12:46,3.8,MLv,38.5320° N,39.6966° E,5,Maden-Elazig,A,10/02/2023 12:50,Stations Event
10/02/2023 12:43,2.7,MLv,38.0753° N,37.7599° E,5,Dogansehir-Malatya,M,10/02/2023 13:30,Stations Event
10/02/2023 12:17,3.1,MLv,37.8817° N,36.4201° E,2,Goksun-Kahramanmaras,M,10/02/2023 13:27,Stations Event
10/02/2023 11:55,3.8,MLv,37.9083° N,36.4508° E,0,Goksun-Kahramanmaras,A,10/02/2023 11:59,Stations Event
10/02/2023 11:54,3.6,MLv,38.1583° N,37.9843° E,0,Dogansehir-Malatya,A,10/02/2023 11:57,Stations Event
10/02/2023 11:29,3.8,MLv,37.5156° N,37.1054° E,0,Merkez-Kahramanmaras,A,10/02/2023 11:33,Stations Event
10/02/2023 10:44,3.5,MLv,38.2169° N,38.6476° E,5,Puturge-Malatya,M,10/02/2023 13:41,Stations Event
10/02/2023 10:31,3.6,MLv,38.6215° N,40.2288° E,26,Genc-Bingol,A,10/02/2023 10:34,Stations Event
10/02/2023 10:01,4.2,MLv,38.2608° N,38.1601° E,0,Yesilyurt-Malatya,A,10/02/2023 10:23,Stations Event
10/02/2023 9:58,3,MLv,37.8891° N,36.6465° E,5,Merkez-Kahramanmaras,M,10/02/2023 13:37,Stations Event
10/02/2023 9:23,3.1,MLv,38.1308° N,37.2757° E,0,Elbistan-Kahramanmaras,A,10/02/2023 9:27,Stations Event
10/02/2023 9:02,4.1,MLv,38.0731° N,38.2196° E,0,Celikhan-Adiyaman,A,10/02/2023 9:07,Stations Event
10/02/2023 8:52,3.3,MLv,38.2636° N,38.2104° E,5,Yesilyurt-Malatya,M,10/02/2023 9:47,Stations Event
10/02/2023 8:39,3.4,MLv,38.5620° N,40.3151° E,6,Genc-Bingol,M,10/02/2023 9:34,Stations Event
10/02/2023 8:22,3.7,MLv,38.1161° N,37.7664° E,0,Dogansehir-Malatya,A,10/02/2023 8:25,Stations Event
10/02/2023 8:17,4.1,MLv,35.2547° N,35.1628° E,5,Jordan/Syria Region,M,10/02/2023 9:45,Stations Event
10/02/2023 8:09,3.4,MLv,38.1107° N,37.7939° E,0,Dogansehir-Malatya,A,10/02/2023 8:12,Stations Event
10/02/2023 8:05,3.7,MLv,38.2791° N,38.2516° E,0,Yesilyurt-Malatya,A,10/02/2023 8:08,Stations Event
10/02/2023 8:02,3.6,MLv,37.4130° N,36.9479° E,10,Turkoglu-Kahramanmaras,A,10/02/2023 8:05,Stations Event
10/02/2023 7:57,3.4,MLv,38.0411° N,36.6623° E,0,Goksun-Kahramanmaras,A,10/02/2023 8:01,Stations Event
10/02/2023 7:29,3.7,MLv,38.2333° N,38.1876° E,0,Yesilyurt-Malatya,A,10/02/2023 7:32,Stations Event
10/02/2023 7:04,3.9,MLv,37.3773° N,36.8683° E,6,Turkoglu-Kahramanmaras,A,10/02/2023 7:24,Stations Event
10/02/2023 6:56,3.3,MLv,37.5092° N,37.1283° E,0,Merkez-Kahramanmaras,A,10/02/2023 6:59,Stations Event
10/02/2023 6:36,4.2,MLv,38.1189° N,36.6467° E,35,Goksun-Kahramanmaras,A,10/02/2023 6:40,Stations Event
10/02/2023 6:21,3.7,MLv,38.0731° N,36.7035° E,0,Goksun-Kahramanmaras,A,10/02/2023 6:25,Stations Event
10/02/2023 5:28,3.7,MLv,38.0191° N,36.6422° E,0,Goksun-Kahramanmaras,A,10/02/2023 5:33,Stations Event
10/02/2023 5:18,3,MLv,38.1171° N,38.4943° E,0,Sincik-Adiyaman,A,10/02/2023 5:22,Stations Event
10/02/2023 5:03,3.2,MLv,38.0768° N,37.1613° E,6,Ekinozu-Kahramanmaras,A,10/02/2023 5:06,Stations Event
10/02/2023 4:53,4.4,MLv,38.1317° N,38.4576° E,0,Sincik-Adiyaman,A,10/02/2023 4:57,Stations Event
10/02/2023 4:50,5,MLv,38.2196° N,38.1720° E,0,Yesilyurt-Malatya,A,10/02/2023 5:05,Stations Event
10/02/2023 4:47,3.4,MLv,36.1560° N,35.7898° E,12,Turkey,A,10/02/2023 4:51,Stations Event
10/02/2023 4:23,2.6,MLv,39.3768° N,26.2555° E,12,Turkey,A,10/02/2023 4:27,Stations Event
10/02/2023 3:45,3.3,MLv,37.9312° N,36.1954° E,0,Saimbeyli-Adana,A,10/02/2023 3:49,Stations Event
10/02/2023 3:22,3.6,MLv,37.9587° N,36.3638° E,0,Goksun-Kahramanmaras,A,10/02/2023 3:26,Stations Event
10/02/2023 3:01,3.5,MLv,38.0667° N,36.6037° E,0,Goksun-Kahramanmaras,A,10/02/2023 3:05,Stations Event
10/02/2023 2:58,3.9,MLv,36.3428° N,36.8408° E,3,Jordan/Syria Region,A,10/02/2023 3:02,Stations Event
10/02/2023 2:55,3.6,MLv,39.6799° N,38.0576° E,0,Zara-Sivas,A,10/02/2023 2:59,Stations Event
10/02/2023 2:41,3.5,MLv,36.9672° N,36.6815° E,9,islahiye-Gaziantep,A,10/02/2023 2:45,Stations Event
10/02/2023 2:05,2.3,MLv,36.8976° N,27.3322° E,12,"Dodecanese Islands,  Greece",A,10/02/2023 2:08,Stations Event
10/02/2023 2:03,4.6,MLv,38.2022° N,38.2132° E,0,Yesilyurt-Malatya,A,10/02/2023 2:24,Stations Event
10/02/2023 2:02,3.8,MLv,39.1003° N,40.6824° E,16,Adakli-Bingol,A,10/02/2023 2:05,Stations Event
10/02/2023 1:56,2.7,MLv,37.9211° N,32.4060° E,6,Selcuklu-Konya,A,10/02/2023 1:59,Stations Event
10/02/2023 1:51,4.7,MLv,37.8895° N,36.6501° E,83,Merkez-Kahramanmaras,A,10/02/2023 2:13,Stations Event
10/02/2023 1:46,2.5,MLv,39.4080° N,40.5108° E,5,Yedisu-Bingol,M,10/02/2023 7:19,Stations Event
10/02/2023 1:33,3.2,MLv,37.6822° N,36.8198° E,0,Merkez-Kahramanmaras,A,10/02/2023 1:36,Stations Event
10/02/2023 1:28,2.8,MLv,37.3956° N,36.9342° E,6,Turkoglu-Kahramanmaras,A,10/02/2023 1:30,Stations Event
10/02/2023 1:17,3.4,MLv,38.0466° N,36.6220° E,0,Goksun-Kahramanmaras,A,10/02/2023 1:20,Stations Event
10/02/2023 1:15,3.1,MLv,37.9916° N,36.5140° E,0,Goksun-Kahramanmaras,A,10/02/2023 1:18,Stations Event
10/02/2023 1:01,3.1,MLv,38.0869° N,36.5176° E,0,Goksun-Kahramanmaras,A,10/02/2023 1:04,Stations Event
10/02/2023 0:01,3.9,MLv,37.8754° N,37.8387° E,75,Golbasi-Adiyaman,A,10/02/2023 0:05,Stations Event
09/02/2023 23:56,2.8,MLv,36.0498° N,34.5264° E,26,Turkey,A,09/02/2023 23:59,Stations Event
09/02/2023 23:48,4.1,MLv,37.9468° N,37.9175° E,67,Dogansehir-Malatya,A,09/02/2023 23:52,Stations Event
09/02/2023 23:17,2.8,MLv,38.1838° N,37.4112° E,5,Elbistan-Kahramanmaras,M,10/02/2023 5:59,Stations Event
09/02/2023 22:53,3.3,MLv,38.3076° N,37.3464° E,5,Elbistan-Kahramanmaras,M,10/02/2023 6:04,Stations Event
09/02/2023 22:48,3.7,MLv,36.3757° N,36.2512° E,0,Merkez-Hatay,A,09/02/2023 22:52,Stations Event
09/02/2023 22:21,3.7,MLv,38.4796° N,44.1998° E,0,Saray-Van,A,09/02/2023 22:24,Stations Event
09/02/2023 22:06,4.2,MLv,37.1210° N,36.6669° E,4,islahiye-Gaziantep,A,09/02/2023 22:27,Stations Event
09/02/2023 22:00,3.9,MLv,38.1363° N,36.6989° E,0,Goksun-Kahramanmaras,A,09/02/2023 22:04,Stations Event
09/02/2023 21:51,3.3,MLv,38.0804° N,38.6078° E,0,Sincik-Adiyaman,A,09/02/2023 21:56,Stations Event
09/02/2023 21:46,4.3,MLv,37.2528° N,36.9415° E,18,Nurdagi-Gaziantep,A,09/02/2023 21:50,Stations Event
09/02/2023 21:35,2.6,MLv,38.0914° N,37.0477° E,0,Ekinozu-Kahramanmaras,A,09/02/2023 21:40,Stations Event
09/02/2023 21:27,3,MLv,37.2748° N,37.1576° E,0,Pazarcik-Kahramanmaras,A,09/02/2023 21:31,Stations Event
09/02/2023 20:03,4,MLv,38.4879° N,40.3647° E,0,Hani-Diyarbakir,A,09/02/2023 20:08,Stations Event
09/02/2023 19:58,3.8,MLv,38.1262° N,38.1116° E,7,Dogansehir-Malatya,A,09/02/2023 20:12,Stations Event
09/02/2023 19:37,3.7,MLv,38.0374° N,36.5506° E,0,Goksun-Kahramanmaras,A,09/02/2023 19:41,Stations Event
09/02/2023 19:35,3.3,MLv,38.2125° N,38.0782° E,5,Yesilyurt-Malatya,A,09/02/2023 19:39,Stations Event
09/02/2023 19:25,3.4,MLv,38.1390° N,38.0511° E,1,Dogansehir-Malatya,A,09/02/2023 19:29,Stations Event
09/02/2023 19:06,2.8,MLv,39.1763° N,32.1542° E,0,Polatli-Ankara,A,09/02/2023 19:10,Stations Event
09/02/2023 18:49,4.3,MLv,36.1307° N,35.8305° E,5,Turkey,M,10/02/2023 7:51,Stations Event
09/02/2023 18:49,3.6,MLv,39.3219° N,32.6495° E,13,Haymana-Ankara,A,09/02/2023 18:53,Stations Event
09/02/2023 18:46,3,MLv,36.7493° N,36.3464° E,7,Hassa-Hatay,A,09/02/2023 18:50,Stations Event
09/02/2023 18:36,3.6,MLv,37.3471° N,37.0761° E,0,Pazarcik-Kahramanmaras,A,09/02/2023 18:40,Stations Event
09/02/2023 18:18,3.9,MLv,38.9506° N,44.4304° E,5,Turkey-Iran Border Region,M,10/02/2023 6:28,Stations Event
09/02/2023 18:15,3.6,MLv,36.2366° N,36.2439° E,10,Merkez-Hatay,A,09/02/2023 18:20,Stations Event
09/02/2023 17:51,4.1,MLv,38.0759° N,36.6019° E,0,Goksun-Kahramanmaras,A,09/02/2023 17:56,Stations Event
09/02/2023 17:50,3.7,MLv,38.1271° N,38.6142° E,0,Puturge-Malatya,A,09/02/2023 17:54,Stations Event
09/02/2023 17:02,3.3,MLv,36.6256° N,36.7369° E,5,Jordan/Syria Region,M,10/02/2023 6:43,Stations Event
09/02/2023 17:00,2.4,MLv,37.4725° N,37.0111° E,8,Merkez-Kahramanmaras,A,09/02/2023 17:02,Stations Event
09/02/2023 16:46,4.1,MLv,38.0912° N,38.5993° E,5,Sincik-Adiyaman,M,10/02/2023 9:53,Stations Event
09/02/2023 16:08,2.9,MLv,38.0850° N,36.6586° E,0,Goksun-Kahramanmaras,A,09/02/2023 16:12,Stations Event
09/02/2023 15:49,3.4,MLv,38.0429° N,36.6074° E,0,Goksun-Kahramanmaras,A,09/02/2023 15:52,Stations Event
09/02/2023 15:47,2.9,MLv,37.3260° N,36.8536° E,1,Turkoglu-Kahramanmaras,A,09/02/2023 15:50,Stations Event
09/02/2023 15:37,4.1,MLv,38.5703° N,39.7733° E,0,Palu-Elazig,A,09/02/2023 15:41,Stations Event
09/02/2023 15:18,3.6,MLv,37.3160° N,37.0303° E,0,Pazarcik-Kahramanmaras,A,09/02/2023 15:22,Stations Event
09/02/2023 14:37,3.5,MLv,37.2711° N,36.8573° E,7,Turkoglu-Kahramanmaras,A,09/02/2023 14:41,Stations Event
09/02/2023 14:17,4,MLv,38.1619° N,37.8543° E,0,Dogansehir-Malatya,A,09/02/2023 14:21,Stations Event
09/02/2023 14:14,3.4,MLv,38.0658° N,36.6339° E,0,Goksun-Kahramanmaras,A,09/02/2023 14:18,Stations Event
09/02/2023 13:34,3.3,MLv,38.0649° N,36.6769° E,0,Goksun-Kahramanmaras,A,09/02/2023 13:38,Stations Event
09/02/2023 13:30,3.7,MLv,38.1857° N,38.6929° E,0,Puturge-Malatya,A,09/02/2023 13:34,Stations Event
09/02/2023 13:27,4.3,MLv,38.1281° N,37.8131° E,0,Dogansehir-Malatya,A,09/02/2023 13:49,Stations Event
09/02/2023 13:18,3.7,MLv,38.0118° N,36.4975° E,0,Goksun-Kahramanmaras,A,09/02/2023 13:22,Stations Event
09/02/2023 12:39,4.2,MLv,36.8181° N,36.6380° E,5,Hassa-Hatay,M,10/02/2023 6:45,Stations Event
09/02/2023 12:35,3.6,MLv,39.4720° N,38.3698° E,10,ilic-Erzincan,A,09/02/2023 12:38,Stations Event
09/02/2023 12:32,3.7,MLv,38.2378° N,38.1646° E,5,Yesilyurt-Malatya,M,10/02/2023 7:25,Stations Event
09/02/2023 12:23,4,MLv,37.3050° N,36.9809° E,0,Pazarcik-Kahramanmaras,A,09/02/2023 12:27,Stations Event
09/02/2023 12:22,4,MLv,38.1290° N,37.8598° E,0,Dogansehir-Malatya,A,09/02/2023 12:26,Stations Event
09/02/2023 12:08,3.2,MLv,38.2928° N,38.2526° E,0,Yesilyurt-Malatya,A,09/02/2023 12:12,Stations Event
09/02/2023 11:48,4.1,MLv,38.0411° N,37.7353° E,0,Dogansehir-Malatya,A,09/02/2023 11:52,Stations Event
09/02/2023 11:38,3.5,MLv,38.0343° N,37.4922° E,5,Nurhak-Kahramanmaras,M,10/02/2023 7:02,Stations Event
09/02/2023 11:23,3.3,MLv,38.0740° N,36.6513° E,0,Goksun-Kahramanmaras,A,09/02/2023 11:27,Stations Event
09/02/2023 11:03,3.7,MLv,38.0301° N,37.7554° E,0,Dogansehir-Malatya,A,09/02/2023 11:07,Stations Event
09/02/2023 10:42,4.4,MLv,37.2382° N,36.9452° E,0,Nurdagi-Gaziantep,A,09/02/2023 11:04,Stations Event
09/02/2023 10:39,3.1,MLv,38.0516° N,36.1356° E,5,Saimbeyli-Adana,M,10/02/2023 7:32,Stations Event
09/02/2023 10:32,4.2,MLv,38.0619° N,38.4333° E,5,Celikhan-Adiyaman,M,10/02/2023 7:37,Stations Event
09/02/2023 10:27,3.5,MLv,38.0557° N,36.5598° E,0,Goksun-Kahramanmaras,A,09/02/2023 10:30,Stations Event
09/02/2023 10:25,3.5,MLv,37.8397° N,36.5781° E,0,Merkez-Kahramanmaras,A,09/02/2023 10:28,Stations Event
09/02/2023 10:19,4.3,MLv,39.2377° N,40.2594° E,11,Kigi-Bingol,A,09/02/2023 10:21,Stations Event
09/02/2023 10:16,3.8,MLv,38.0164° N,37.5769° E,0,Nurhak-Kahramanmaras,A,09/02/2023 10:20,Stations Event
09/02/2023 9:46,4.5,MLv,38.0658° N,38.6554° E,5,Sincik-Adiyaman,A,09/02/2023 10:06,Stations Event
09/02/2023 9:43,3.3,MLv,38.0447° N,36.4664° E,0,Goksun-Kahramanmaras,A,09/02/2023 9:47,Stations Event
09/02/2023 9:41,3.7,MLv,37.4084° N,38.8879° E,11,Merkez-Sanliurfa,A,09/02/2023 9:45,Stations Event
09/02/2023 9:30,4,MLv,36.1484° N,35.7769° E,5,Turkey,M,10/02/2023 7:15,Stations Event
09/02/2023 9:20,4.3,MLv,37.6208° N,37.4524° E,14,Pazarcik-Kahramanmaras,A,09/02/2023 9:24,Stations Event
09/02/2023 9:16,3.5,MLv,35.9143° N,36.0388° E,3,Yayladagi-Hatay,A,09/02/2023 9:20,Stations Event
09/02/2023 9:13,3.6,MLv,35.8521° N,36.1011° E,0,Jordan/Syria Region,A,09/02/2023 9:17,Stations Event
09/02/2023 8:55,3.5,MLv,37.8900° N,36.6119° E,0,Merkez-Kahramanmaras,A,09/02/2023 8:59,Stations Event
09/02/2023 7:57,3.7,MLv,38.0219° N,36.4618° E,0,Goksun-Kahramanmaras,A,09/02/2023 8:00,Stations Event
09/02/2023 7:42,4.3,MLv,38.0264° N,36.6916° E,0,Goksun-Kahramanmaras,A,09/02/2023 8:00,Stations Event
09/02/2023 7:29,3.3,MLv,38.1015° N,36.6605° E,0,Goksun-Kahramanmaras,A,09/02/2023 7:32,Stations Event
09/02/2023 7:18,4.9,MLv,37.0587° N,36.6925° E,7,islahiye-Gaziantep,A,09/02/2023 7:34,Stations Event
09/02/2023 6:49,4.2,MLv,37.9733° N,37.6511° E,0,Dogansehir-Malatya,A,09/02/2023 6:54,Stations Event
09/02/2023 6:45,4.3,MLv,38.0035° N,37.7106° E,0,Dogansehir-Malatya,A,09/02/2023 6:49,Stations Event
09/02/2023 6:37,4,MLv,38.0383° N,37.7087° E,5,Dogansehir-Malatya,A,09/02/2023 6:41,Stations Event
09/02/2023 5:37,4.1,MLv,38.2159° N,38.2599° E,0,Yesilyurt-Malatya,A,09/02/2023 5:41,Stations Event
09/02/2023 5:24,4.2,MLv,38.0869° N,36.6568° E,0,Goksun-Kahramanmaras,A,09/02/2023 5:28,Stations Event
09/02/2023 5:20,2.7,MLv,39.3512° N,26.2152° E,13,Midilli Adasi-Ege Denizi,A,09/02/2023 5:22,Stations Event
09/02/2023 5:02,4.2,MLv,37.5623° N,37.3132° E,12,Pazarcik-Kahramanmaras,A,09/02/2023 5:05,Stations Event
09/02/2023 4:51,3.8,MLv,37.9413° N,38.1903° E,4,Merkez-Adiyaman,A,09/02/2023 4:55,Stations Event
09/02/2023 4:47,3.5,MLv,35.9583° N,36.0168° E,4,Yayladagi-Hatay,A,09/02/2023 4:51,Stations Event
09/02/2023 4:34,4.2,MLv,38.0850° N,38.4824° E,0,Sincik-Adiyaman,A,09/02/2023 5:23,Stations Event
09/02/2023 4:32,3.3,MLv,37.8094° N,37.6996° E,0,Golbasi-Adiyaman,A,09/02/2023 4:36,Stations Event
09/02/2023 4:18,3.8,MLv,38.0008° N,36.4389° E,0,Goksun-Kahramanmaras,A,09/02/2023 4:21,Stations Event
09/02/2023 3:52,3.3,MLv,38.1171° N,37.3553° E,0,Elbistan-Kahramanmaras,A,09/02/2023 3:55,Stations Event
09/02/2023 3:26,4.1,MLv,38.2086° N,38.7067° E,0,Puturge-Malatya,A,09/02/2023 3:30,Stations Event
09/02/2023 3:25,3.3,MLv,36.9104° N,35.6360° E,8,Yuregir-Adana,A,09/02/2023 3:28,Stations Event
09/02/2023 3:04,3.2,MLv,38.1610° N,38.0988° E,0,Dogansehir-Malatya,A,09/02/2023 3:08,Stations Event
09/02/2023 2:46,2.9,MLv,38.0951° N,37.2491° E,0,Elbistan-Kahramanmaras,A,09/02/2023 2:48,Stations Event
09/02/2023 2:20,2.9,MLv,37.4249° N,37.1686° E,7,Pazarcik-Kahramanmaras,A,09/02/2023 2:24,Stations Event
09/02/2023 2:08,3.4,MLv,38.0118° N,36.6312° E,0,Goksun-Kahramanmaras,A,09/02/2023 2:11,Stations Event
09/02/2023 2:02,3.4,MLv,38.0136° N,36.6275° E,0,Goksun-Kahramanmaras,A,09/02/2023 2:05,Stations Event
09/02/2023 1:44,4.6,MLv,37.8973° N,37.7655° E,0,Golbasi-Adiyaman,A,09/02/2023 2:02,Stations Event
09/02/2023 1:38,4.4,MLv,38.4906° N,40.4242° E,0,Hani-Diyarbakir,A,09/02/2023 1:42,Stations Event
09/02/2023 1:08,3.3,MLv,38.0557° N,36.5927° E,0,Goksun-Kahramanmaras,A,09/02/2023 1:11,Stations Event
09/02/2023 0:51,3.5,MLv,38.1473° N,37.8671° E,0,Dogansehir-Malatya,A,09/02/2023 0:55,Stations Event
09/02/2023 0:32,4.1,MLv,38.4137° N,39.2926° E,0,Sivrice-Elazig,A,09/02/2023 0:36,Stations Event
09/02/2023 0:11,3.4,MLv,38.0539° N,36.4920° E,0,Goksun-Kahramanmaras,A,09/02/2023 0:14,Stations Event
09/02/2023 0:08,3.8,MLv,36.0791° N,36.5771° E,0,Jordan/Syria Region,A,09/02/2023 0:13,Stations Event
08/02/2023 23:47,3.8,MLv,36.7291° N,36.4728° E,0,Hassa-Hatay,A,08/02/2023 23:50,Stations Event
08/02/2023 23:40,3.8,MLv,38.5272° N,40.4462° E,0,Lice-Diyarbakir,A,08/02/2023 23:45,Stations Event
08/02/2023 23:25,3.8,MLv,37.0514° N,36.4069° E,0,Merkez-Osmaniye,A,08/02/2023 23:29,Stations Event
08/02/2023 23:20,3.5,MLv,38.0063° N,36.6879° E,0,Goksun-Kahramanmaras,A,08/02/2023 23:24,Stations Event
08/02/2023 22:48,3.1,MLv,38.0621° N,36.4728° E,0,Goksun-Kahramanmaras,A,08/02/2023 22:53,Stations Event
08/02/2023 22:36,4.1,MLv,38.2480° N,38.1931° E,0,Yesilyurt-Malatya,A,08/02/2023 22:40,Stations Event
08/02/2023 22:32,3.4,MLv,38.1097° N,38.5858° E,0,Sincik-Adiyaman,A,08/02/2023 22:36,Stations Event
08/02/2023 22:16,3.2,MLv,38.1857° N,37.9239° E,0,Dogansehir-Malatya,A,08/02/2023 22:19,Stations Event
08/02/2023 22:06,3.6,MLv,37.2455° N,36.8683° E,9,Nurdagi-Gaziantep,A,08/02/2023 22:10,Stations Event
08/02/2023 21:35,3.4,MLv,37.5613° N,37.2574° E,0,Pazarcik-Kahramanmaras,A,08/02/2023 21:39,Stations Event
08/02/2023 21:15,3.4,MLv,38.2022° N,37.9807° E,0,Dogansehir-Malatya,A,08/02/2023 21:18,Stations Event
08/02/2023 21:11,3.3,MLv,37.0624° N,36.6302° E,0,islahiye-Gaziantep,A,08/02/2023 21:15,Stations Event
08/02/2023 20:55,3.3,MLv,37.7019° N,37.5941° E,96,Golbasi-Adiyaman,A,08/02/2023 20:59,Stations Event
