origin-time-utc,mag,mag-type,latitude,longitude,depth(km),region,a/m,time-updated,kml
01/02/2023 11:11,5.1,mb,18.1401° N,70.1744° W,10,Dominican Republic Region,A,01/02/2023 15:24,Stations Event
01/02/2023 11:02,2.3,MLv,40.7281° N,24.3790° E,1,Aegean Sea,M,01/02/2023 11:15,Stations Event
01/02/2023 10:53,4.1,MLv,40.1449° N,22.8425° E,20,Greece,M,01/02/2023 11:20,Stations Event
01/02/2023 10:44,5.9,Mwp,7.7254° N,126.0595° E,10,"Mindanao,  Philippines",A,01/02/2023 15:24,Stations Event
01/02/2023 4:38,2.8,MLv,40.6678° N,30.4475° E,3,Erenler-Sakarya,M,01/02/2023 8:00,Stations Event
01/02/2023 4:35,2.3,MLv,40.6827° N,30.4493° E,12,Erenler-Sakarya,M,01/02/2023 8:04,Stations Event
01/02/2023 3:22,2.2,MLv,37.8809° N,34.2015° E,5,Eregli-Konya,M,01/02/2023 8:08,Stations Event
31/01/2023 20:52,2.9,MLv,37.9581° N,27.2011° E,1,Turkey,M,01/02/2023 8:11,Stations Event
31/01/2023 18:13,2.2,MLv,39.3680° N,26.2317° E,7,Midilli Adasi-Ege Denizi,M,01/02/2023 8:13,Stations Event
31/01/2023 16:35,3.5,MLv,40.1659° N,27.4137° E,5,Gonen-Balikesir,M,01/02/2023 8:24,Stations Event
31/01/2023 12:04,2.5,MLv,37.9097° N,27.6060° E,5,Germencik-Aydin,M,31/01/2023 12:26,Stations Event
31/01/2023 11:58,2.1,MLv,37.9337° N,27.6292° E,9,Germencik-Aydin,M,31/01/2023 12:23,Stations Event
31/01/2023 11:37,2.2,MLv,37.9007° N,27.6394° E,10,Germencik-Aydin,M,31/01/2023 11:55,Stations Event
31/01/2023 11:31,2.3,MLv,37.9141° N,27.6182° E,7,Germencik-Aydin,M,31/01/2023 11:41,Stations Event
31/01/2023 5:06,2.8,MLv,39.3874° N,26.2390° E,2,Turkey,M,31/01/2023 5:41,Stations Event
31/01/2023 4:41,2.7,MLv,39.3694° N,26.2382° E,5,Midilli Adasi-Ege Denizi,M,31/01/2023 5:45,Stations Event
31/01/2023 3:29,2.3,MLv,40.8137° N,31.0106° E,3,Golyaka-Duzce,M,31/01/2023 5:48,Stations Event
31/01/2023 2:55,3.1,MLv,39.3605° N,26.2270° E,6,Midilli Adasi-Ege Denizi,M,31/01/2023 5:55,Stations Event
31/01/2023 2:20,2.3,MLv,38.9290° N,26.0980° E,6,Aegean Sea,M,31/01/2023 5:58,Stations Event
31/01/2023 1:22,2.5,MLv,37.8077° N,26.9918° E,5,"Dodecanese Islands,  Greece",M,31/01/2023 6:21,Stations Event
31/01/2023 0:59,2.4,MLv,39.4498° N,25.8786° E,6,Aegean Sea,M,31/01/2023 6:24,Stations Event
31/01/2023 0:45,3.1,MLv,39.6757° N,22.5303° E,5,Greece,A,31/01/2023 0:49,Stations Event
31/01/2023 0:43,4.9,mb,35.0296° N,13.8937° E,40,Central Mediterranean Sea,A,31/01/2023 1:29,Stations Event
30/01/2023 22:20,2.5,MLv,39.3695° N,26.2568° E,5,Midilli Adasi-Ege Denizi,M,31/01/2023 6:30,Stations Event
30/01/2023 21:18,3.1,MLv,38.3698° N,24.3363° E,12,Aegean Sea,M,31/01/2023 6:33,Stations Event
30/01/2023 21:12,2.4,MLv,40.3783° N,27.7759° E,2,Turkey,M,31/01/2023 6:37,Stations Event
30/01/2023 21:00,2.2,MLv,39.3633° N,26.2477° E,7,Midilli Adasi-Ege Denizi,M,31/01/2023 6:40,Stations Event
30/01/2023 19:55,5.6,Mwp,34.8328° N,14.2590° E,10,Central Mediterranean Sea,A,30/01/2023 20:09,Stations Event
30/01/2023 18:59,2.6,MLv,39.3638° N,26.2244° E,5,Midilli Adasi-Ege Denizi,M,31/01/2023 6:42,Stations Event
30/01/2023 17:07,5.3,mb,35.7862° N,79.9117° E,10,Kashmir-Xizang Border Region,A,30/01/2023 18:32,Stations Event
30/01/2023 10:14,3.5,MLv,40.7901° N,30.9719° E,5,Golyaka-Duzce,M,30/01/2023 10:40,Stations Event
30/01/2023 7:17,2.6,MLv,35.9876° N,31.8665° E,18,Antalya Korfezi-AKDENIZ,M,30/01/2023 7:46,Stations Event
30/01/2023 0:53,2.6,MLv,40.5393° N,27.2291° E,12,Marmara Denizi (Bati),M,30/01/2023 6:27,Stations Event
29/01/2023 23:49,5.8,mb,40.0056° N,82.4693° E,10,"Southern Xinjiang,  China",A,30/01/2023 4:12,Stations Event
29/01/2023 22:00,3.9,MLv,38.5387° N,45.0299° E,10,Armenia-Azerbaijan-Iran Border Reg.,M,30/01/2023 6:32,Stations Event
29/01/2023 21:49,2,MLv,38.7132° N,30.5880° E,5,Merkez-Afyonkarahisar,M,30/01/2023 6:50,Stations Event
29/01/2023 21:10,3.2,MLv,40.4141° N,27.4237° E,11,Marmara Denizi (Bati),M,30/01/2023 6:40,Stations Event
29/01/2023 20:06,2.6,MLv,38.5937° N,42.9900° E,5,Van Golu,M,30/01/2023 7:40,Stations Event
29/01/2023 16:12,4.3,MLv,35.8336° N,35.6116° E,5,Jordan/Syria Region,M,30/01/2023 8:22,Stations Event
29/01/2023 15:13,4.8,MLv,38.4004° N,45.3597° E,10,Armenia-Azerbaijan-Iran Border Reg.,M,30/01/2023 8:01,Stations Event
29/01/2023 14:41,5.1,MLv,38.4855° N,45.2822° E,5,Armenia-Azerbaijan-Iran Border Reg.,M,30/01/2023 8:06,Stations Event
29/01/2023 12:34,2.2,MLv,41.1917° N,24.8838° E,4,Greece Bulgaria Border Region,M,30/01/2023 8:24,Stations Event
29/01/2023 8:42,2.6,MLv,37.4323° N,32.0197° E,0,Seydisehir-Konya,A,29/01/2023 8:45,Stations Event
29/01/2023 8:04,2.9,MLv,40.5854° N,27.2502° E,11,Marmara Denizi (Bati),A,29/01/2023 8:07,Stations Event
29/01/2023 5:09,4.1,MLv,37.5439° N,20.8447° E,1,Ionian Sea,A,29/01/2023 5:14,Stations Event
28/01/2023 22:28,3.8,MLv,38.4741° N,45.3735° E,4,Armenia-Azerbaijan-Iran Border Reg.,A,28/01/2023 22:31,Stations Event
28/01/2023 21:59,2.6,MLv,36.3135° N,28.7549° E,45,"Dodecanese Islands,  Greece",A,28/01/2023 22:03,Stations Event
28/01/2023 21:40,2.6,MLv,37.0477° N,28.3685° E,7,Ula-Mugla,A,28/01/2023 21:43,Stations Event
28/01/2023 19:15,5.7,mb,1.9402° N,128.2339° E,145,"Halmahera,  Indonesia",A,28/01/2023 20:01,Stations Event
28/01/2023 18:14,5.8,Mwp,38.4755° N,45.1156° E,15,Armenia-Azerbaijan-Iran Border Reg.,M,28/01/2023 19:11,Stations Event
28/01/2023 15:58,3.7,MLv,39.6863° N,23.4558° E,11,Aegean Sea,A,28/01/2023 16:02,Stations Event
28/01/2023 13:49,2.6,MLv,39.3723° N,26.2436° E,12,Midilli Adasi-Ege Denizi,A,28/01/2023 13:53,Stations Event
28/01/2023 2:49,1.9,MLv,40.3693° N,27.0941° E,2,Biga-Canakkale,A,28/01/2023 2:51,Stations Event
27/01/2023 20:25,5.6,mb,10.8800° N,125.4551° E,10,"Leyte,  Philippines",A,27/01/2023 21:06,Stations Event
27/01/2023 17:23,2.4,MLv,39.3842° N,26.2482° E,11,Turkey,A,27/01/2023 17:26,Stations Event
27/01/2023 12:32,2.9,MLv,39.3858° N,40.6792° E,5,Yedisu-Bingol,M,27/01/2023 12:38,Stations Event
27/01/2023 7:40,2.6,MLv,40.8116° N,27.7169° E,7,Marmara Denizi (Bati),M,27/01/2023 7:55,Stations Event
27/01/2023 5:08,2,MLv,39.8182° N,33.1599° E,5,Elmadag-Ankara,M,27/01/2023 6:56,Stations Event
27/01/2023 2:43,2.7,MLv,39.0642° N,28.3119° E,10,Gordes-Manisa,M,27/01/2023 6:53,Stations Event
27/01/2023 0:14,3,MLv,35.8705° N,28.6081° E,13,Eastern Mediterranean Sea,M,27/01/2023 6:44,Stations Event
26/01/2023 22:53,2.7,MLv,38.2669° N,27.8458° E,2,Odemis-izmir,M,27/01/2023 6:41,Stations Event
26/01/2023 21:32,2.6,MLv,40.5612° N,27.3038° E,5,Marmara Denizi (Bati),M,27/01/2023 6:34,Stations Event
26/01/2023 21:00,3,MLv,39.2991° N,40.8875° E,8,Karliova-Bingol,M,27/01/2023 6:31,Stations Event
26/01/2023 20:33,3,MLv,38.9580° N,26.2302° E,6,Aegean Sea,M,27/01/2023 6:27,Stations Event
26/01/2023 20:08,2.8,MLv,40.5573° N,27.6430° E,8,Marmara Denizi (Bati),M,27/01/2023 6:25,Stations Event
26/01/2023 19:30,5.1,mb,57.3438° N,33.3762° W,10,Reykjanes Ridge,A,26/01/2023 20:22,Stations Event
26/01/2023 18:44,2.3,MLv,40.8083° N,31.0785° E,5,Merkez-Duzce,M,27/01/2023 6:20,Stations Event
26/01/2023 18:39,2.9,MLv,40.7913° N,31.0815° E,4,Merkez-Duzce,M,27/01/2023 6:14,Stations Event
26/01/2023 17:51,2.4,MLv,37.8710° N,29.4393° E,10,Honaz-Denizli,M,27/01/2023 6:04,Stations Event
26/01/2023 17:44,2.1,MLv,40.8939° N,31.5194° E,5,Yigilca-Duzce,M,27/01/2023 6:09,Stations Event
26/01/2023 17:44,2.7,MLv,35.9428° N,28.5478° E,19,Eastern Mediterranean Sea,M,27/01/2023 5:44,Stations Event
26/01/2023 17:23,3.6,MLv,39.7732° N,22.3022° E,14,Greece,M,27/01/2023 5:41,Stations Event
26/01/2023 12:36,2.4,MLv,37.9557° N,26.7583° E,1,"Dodecanese Islands,  Greece",M,26/01/2023 12:54,Stations Event
26/01/2023 10:45,5.6,mb,30.3181° S,178.7111° W,133,"Kermadec Islands,  New Zealand",A,26/01/2023 12:25,Stations Event
26/01/2023 9:49,2,MLv,40.8408° N,28.8595° E,3,Marmara Denizi (Dogu),M,26/01/2023 12:47,Stations Event
26/01/2023 6:08,2.7,MLv,37.8788° N,29.3344° E,4,Honaz-Denizli,M,26/01/2023 6:34,Stations Event
26/01/2023 4:23,5.7,mb,2.9827° N,126.9469° E,10,Northern Molucca Sea,A,26/01/2023 7:58,Stations Event
26/01/2023 2:55,3.5,MLv,36.5684° N,26.7956° E,144,"Dodecanese Islands,  Greece",A,26/01/2023 3:00,Stations Event
26/01/2023 0:35,2.8,MLv,36.0494° N,32.7162° E,9,Anamur-Mersin,M,26/01/2023 6:12,Stations Event
25/01/2023 22:54,2.6,MLv,38.9731° N,27.8697° E,2,Akhisar-Manisa,M,26/01/2023 6:10,Stations Event
25/01/2023 21:52,2.6,MLv,37.6812° N,29.2830° E,5,Merkez-Denizli,M,26/01/2023 6:04,Stations Event
25/01/2023 19:49,5.4,mb,29.6327° N,102.0219° E,10,"Sichuan,  China",A,26/01/2023 1:23,Stations Event
25/01/2023 19:16,3.1,MLv,35.7423° N,28.5472° E,27,Eastern Mediterranean Sea,M,26/01/2023 6:14,Stations Event
25/01/2023 19:14,3,MLv,35.6056° N,28.2746° E,22,Eastern Mediterranean Sea,M,26/01/2023 6:16,Stations Event
25/01/2023 18:40,3.5,MLv,35.7804° N,28.6143° E,14,Eastern Mediterranean Sea,M,26/01/2023 6:18,Stations Event
25/01/2023 18:07,2.5,MLv,38.9847° N,26.2809° E,5,Aegean Sea,M,26/01/2023 6:02,Stations Event
25/01/2023 16:13,3.2,MLv,35.9561° N,28.5973° E,19,Eastern Mediterranean Sea,M,26/01/2023 6:20,Stations Event
25/01/2023 16:02,5.1,mb,35.8056° N,79.9018° E,10,Kashmir-Xizang Border Region,A,25/01/2023 18:50,Stations Event
25/01/2023 14:19,2.6,MLv,35.8985° N,28.5403° E,30,Eastern Mediterranean Sea,M,26/01/2023 6:22,Stations Event
25/01/2023 14:07,3.4,MLv,35.7752° N,28.5997° E,18,Eastern Mediterranean Sea,M,26/01/2023 6:27,Stations Event
25/01/2023 12:48,2.9,MLv,35.8567° N,28.6717° E,12,Eastern Mediterranean Sea,M,26/01/2023 6:30,Stations Event
25/01/2023 12:37,5.9,MLv,35.7908° N,28.5291° E,63,Eastern Mediterranean Sea,A,27/01/2023 6:48,Stations Event
25/01/2023 6:06,2.9,MLv,37.8370° N,36.0911° E,5,Saimbeyli-Adana,M,25/01/2023 7:02,Stations Event
25/01/2023 3:47,2.3,MLv,40.2365° N,26.4602° E,7,Turkey,M,25/01/2023 6:56,Stations Event
25/01/2023 1:00,5,mb,37.5407° N,141.6036° E,60,"Near East Coast of Honshu,  Japan",A,25/01/2023 1:41,Stations Event
24/01/2023 23:40,2.7,MLv,39.3959° N,26.2368° E,2,Turkey,M,25/01/2023 6:44,Stations Event
24/01/2023 22:01,2.8,MLv,35.9690° N,28.1287° E,57,Eastern Mediterranean Sea,M,25/01/2023 6:19,Stations Event
24/01/2023 21:40,2.9,MLv,37.6941° N,35.4813° E,5,Aladag-Adana,M,25/01/2023 6:37,Stations Event
24/01/2023 21:34,2.8,MLv,40.8783° N,28.3387° E,14,Marmara Denizi (Orta),M,25/01/2023 6:04,Stations Event
24/01/2023 20:25,5,mb,34.9946° N,14.2142° E,10,Central Mediterranean Sea,A,24/01/2023 21:09,Stations Event
24/01/2023 18:36,6,Mwp,26.7165° S,63.0774° W,580,"Santiago Del Estero Prov.,  Argentina",A,25/01/2023 0:17,Stations Event
24/01/2023 16:05,2.9,MLv,39.3612° N,26.2718° E,3,Midilli Adasi-Ege Denizi,M,25/01/2023 5:56,Stations Event
24/01/2023 11:26,2.6,MLv,39.3714° N,26.2584° E,3,Midilli Adasi-Ege Denizi,M,24/01/2023 11:51,Stations Event
24/01/2023 8:58,5.6,mb,29.7538° N,81.7402° E,10,Nepal,A,24/01/2023 9:33,Stations Event
24/01/2023 8:03,2.7,MLv,37.8837° N,26.8503° E,6,"Dodecanese Islands,  Greece",M,24/01/2023 8:15,Stations Event
24/01/2023 6:11,2.9,MLv,35.4426° N,31.2214° E,10,Cyprus Region,M,24/01/2023 7:18,Stations Event
24/01/2023 5:59,3.9,MLv,35.2815° N,31.2242° E,10,Cyprus Region,M,24/01/2023 7:14,Stations Event
24/01/2023 5:03,2,MLv,36.7139° N,28.9268° E,17,"Dodecanese Islands,  Greece",M,24/01/2023 6:50,Stations Event
24/01/2023 2:13,5.7,Mwp,2.9665° N,127.0081° E,10,Northern Molucca Sea,A,24/01/2023 3:04,Stations Event
24/01/2023 2:04,3.2,MLv,39.3549° N,26.2691° E,7,Midilli Adasi-Ege Denizi,M,24/01/2023 7:11,Stations Event
24/01/2023 1:47,3.2,MLv,39.4411° N,26.2986° E,7,Turkey,M,24/01/2023 7:08,Stations Event
24/01/2023 0:48,3.8,MLv,39.3665° N,26.2749° E,7,Midilli Adasi-Ege Denizi,M,24/01/2023 7:04,Stations Event
23/01/2023 22:37,3.3,MLv,40.6696° N,30.6781° E,2,Akyazi-Sakarya,M,24/01/2023 7:01,Stations Event
23/01/2023 22:14,1.8,MLv,38.5995° N,31.2003° E,11,Sultandagi-Afyonkarahisar,M,24/01/2023 6:57,Stations Event
23/01/2023 22:12,2.7,MLv,39.4450° N,26.3510° E,2,Edremit Korfezi-Ege Denizi,M,24/01/2023 6:38,Stations Event
23/01/2023 20:37,3.2,MLv,36.8379° N,27.4300° E,4,Gokova Korfezi-Ege Denizi,M,24/01/2023 6:32,Stations Event
23/01/2023 18:17,5.4,mb,2.8843° N,127.0375° E,10,Northern Molucca Sea,A,23/01/2023 19:09,Stations Event
23/01/2023 17:01,2.3,MLv,36.1240° N,28.1018° E,3,"Dodecanese Islands,  Greece",M,24/01/2023 6:29,Stations Event
23/01/2023 14:13,2.2,MLv,36.4882° N,28.9274° E,15,"Dodecanese Islands,  Greece",M,24/01/2023 6:27,Stations Event
23/01/2023 13:33,2.4,MLv,37.5702° N,26.8059° E,10,"Dodecanese Islands,  Greece",M,24/01/2023 6:25,Stations Event
23/01/2023 12:34,2.2,MLv,39.3915° N,26.2160° E,2,Turkey,M,23/01/2023 12:48,Stations Event
23/01/2023 12:22,3.2,MLv,39.3834° N,26.2421° E,10,Turkey,M,23/01/2023 12:38,Stations Event
23/01/2023 10:37,4.9,mb,34.8883° N,14.1949° E,10,Central Mediterranean Sea,A,23/01/2023 10:52,Stations Event
23/01/2023 9:36,1.9,MLv,39.4748° N,33.5013° E,5,Celebi-Kirikkale,M,23/01/2023 10:39,Stations Event
23/01/2023 6:24,2.6,MLv,39.6623° N,25.5156° E,6,Aegean Sea,M,23/01/2023 7:23,Stations Event
23/01/2023 4:48,2.7,MLv,39.3608° N,26.2538° E,5,Midilli Adasi-Ege Denizi,M,23/01/2023 5:54,Stations Event
23/01/2023 4:14,2.3,MLv,39.9168° N,32.8018° E,2,Yenimahalle-Ankara,M,23/01/2023 6:03,Stations Event
23/01/2023 3:58,2,MLv,38.5695° N,26.7858° E,6,Aegean Sea,M,23/01/2023 6:07,Stations Event
23/01/2023 3:53,2.4,MLv,40.8914° N,28.2608° E,12,Marmara Denizi (Orta),M,23/01/2023 6:18,Stations Event
23/01/2023 2:58,2.6,MLv,36.9675° N,27.6378° E,3,Gokova Korfezi-Ege Denizi,M,23/01/2023 6:23,Stations Event
22/01/2023 21:37,2,MLv,39.3794° N,26.2966° E,4,Turkey,M,23/01/2023 6:29,Stations Event
22/01/2023 20:43,2.3,MLv,40.1560° N,24.2248° E,5,Aegean Sea,M,23/01/2023 6:30,Stations Event
22/01/2023 16:33,2.7,MLv,37.8643° N,29.3136° E,3,Honaz-Denizli,M,23/01/2023 6:38,Stations Event
22/01/2023 14:41,3.4,MLv,39.6030° N,28.8072° E,6,Dursunbey-Balikesir,M,23/01/2023 6:45,Stations Event
22/01/2023 13:35,2.4,MLv,38.9843° N,27.8632° E,5,Akhisar-Manisa,M,23/01/2023 6:55,Stations Event
22/01/2023 13:23,3,MLv,38.9860° N,27.8643° E,4,Akhisar-Manisa,M,23/01/2023 7:43,Stations Event
22/01/2023 10:54,3.4,MLv,36.2640° N,28.4264° E,40,"Dodecanese Islands,  Greece",M,23/01/2023 7:32,Stations Event
22/01/2023 8:37,3.3,MLv,40.6931° N,36.7105° E,5,Erbaa-Tokat,M,23/01/2023 7:06,Stations Event
22/01/2023 4:46,3.8,MLv,38.8569° N,23.0318° E,9,Greece,M,23/01/2023 7:11,Stations Event
22/01/2023 2:28,3.4,MLv,38.4637° N,36.5812° E,4,Sariz-Kayseri,M,23/01/2023 7:29,Stations Event
21/01/2023 22:35,5,mb,57.3069° N,33.3600° W,10,Reykjanes Ridge,A,21/01/2023 23:21,Stations Event
21/01/2023 19:49,5.2,mb,57.1462° N,35.6877° W,10,Reykjanes Ridge,A,21/01/2023 20:37,Stations Event
21/01/2023 16:20,2.8,MLv,39.3728° N,26.2548° E,9,Midilli Adasi-Ege Denizi,A,21/01/2023 16:25,Stations Event
21/01/2023 14:27,4.2,MLv,34.8247° N,36.2817° E,10,Jordan/Syria Region,A,21/01/2023 14:35,Stations Event
21/01/2023 13:32,4.6,MLv,34.7974° N,36.3208° E,35,Jordan/Syria Region,A,21/01/2023 14:24,Stations Event
21/01/2023 2:05,3.2,MLv,38.3432° N,27.2195° E,12,Buca-izmir,A,21/01/2023 2:09,Stations Event
20/01/2023 22:09,6.3,Mwp,26.7416° S,63.1257° W,581,"Santiago Del Estero Prov.,  Argentina",A,20/01/2023 23:11,Stations Event
20/01/2023 22:06,2.1,MLv,40.6110° N,28.9215° E,9,Marmara Denizi (Dogu),A,20/01/2023 22:08,Stations Event
20/01/2023 12:31,1.9,MLv,36.1214° N,33.5355° E,4,Turkey,M,20/01/2023 12:46,Stations Event
20/01/2023 12:24,2.7,MLv,37.9634° N,26.9725° E,3,"Dodecanese Islands,  Greece",M,20/01/2023 12:41,Stations Event
20/01/2023 11:23,5.9,Mwp,16.0723° N,62.1434° W,171,Leeward Islands,A,20/01/2023 11:36,Stations Event
20/01/2023 9:42,2.4,MLv,37.8083° N,27.7630° E,4,incirliova-Aydin,M,20/01/2023 10:30,Stations Event
20/01/2023 8:41,2.8,MLv,34.9483° N,33.0137° E,18,Cyprus Region,M,20/01/2023 10:28,Stations Event
20/01/2023 8:32,2.9,MLv,36.9883° N,31.5365° E,102,Akseki-Antalya,M,20/01/2023 10:15,Stations Event
20/01/2023 5:37,4,MLv,36.1311° N,31.6447° E,38,Antalya Korfezi-AKDENIZ,M,20/01/2023 7:44,Stations Event
20/01/2023 3:16,2.5,MLv,40.4247° N,34.8377° E,5,Merkez-Corum,M,20/01/2023 7:37,Stations Event
20/01/2023 2:33,2.6,MLv,39.3642° N,26.2522° E,4,Midilli Adasi-Ege Denizi,M,20/01/2023 7:29,Stations Event
20/01/2023 1:34,2,MLv,38.7884° N,41.9511° E,2,Korkut-Mus,M,20/01/2023 7:25,Stations Event
20/01/2023 0:04,3.4,MLv,37.8382° N,26.9272° E,8,"Dodecanese Islands,  Greece",M,20/01/2023 7:51,Stations Event
19/01/2023 23:07,2.8,MLv,38.5719° N,44.7339° E,5,Turkey-Iran Border Region,M,20/01/2023 11:55,Stations Event
19/01/2023 23:00,3.2,MLv,38.5243° N,44.7442° E,5,Turkey-Iran Border Region,M,20/01/2023 7:14,Stations Event
19/01/2023 22:37,2.7,MLv,38.2072° N,26.5979° E,5,Urla-izmir,M,20/01/2023 7:11,Stations Event
19/01/2023 20:10,3,MLv,38.3006° N,44.9925° E,10,Turkey-Iran Border Region,M,20/01/2023 11:58,Stations Event
19/01/2023 19:51,3.5,MLv,41.6793° N,25.6888° E,2,Bulgaria,M,20/01/2023 7:05,Stations Event
19/01/2023 16:01,2.7,MLv,36.3874° N,28.3607° E,45,"Dodecanese Islands,  Greece",M,20/01/2023 6:54,Stations Event
19/01/2023 14:55,3,MLv,39.3810° N,26.2223° E,2,Turkey,M,20/01/2023 6:43,Stations Event
19/01/2023 14:47,3.3,MLv,38.8249° N,38.0971° E,5,Hekimhan-Malatya,M,20/01/2023 12:04,Stations Event
19/01/2023 14:15,2.7,MLv,39.3801° N,26.2029° E,3,Turkey,M,20/01/2023 6:31,Stations Event
19/01/2023 14:03,2.7,MLv,39.3725° N,26.2065° E,4,Midilli Adasi-Ege Denizi,M,20/01/2023 6:27,Stations Event
19/01/2023 12:29,2.7,MLv,38.3234° N,27.2367° E,4,Buca-izmir,M,19/01/2023 13:11,Stations Event
19/01/2023 5:58,3.5,MLv,39.4442° N,25.8687° E,10,Aegean Sea,M,19/01/2023 7:43,Stations Event
19/01/2023 5:55,4.2,MLv,38.5542° N,44.7061° E,5,Turkey-Iran Border Region,M,19/01/2023 13:01,Stations Event
19/01/2023 5:48,2.7,MLv,38.2114° N,45.1428° E,-,Armenia-Azerbaijan-Iran Border Reg.,M,19/01/2023 12:30,Stations Event
19/01/2023 5:29,2.8,MLv,39.4820° N,25.8917° E,4,Aegean Sea,M,19/01/2023 7:35,Stations Event
19/01/2023 2:22,4.9,MLv,39.4781° N,25.8352° E,5,Aegean Sea,M,19/01/2023 7:33,Stations Event
19/01/2023 0:46,2.6,MLv,40.6144° N,28.9277° E,5,Marmara Denizi (Dogu),M,19/01/2023 7:21,Stations Event
19/01/2023 0:28,2.7,MLv,39.3713° N,26.2673° E,3,Midilli Adasi-Ege Denizi,M,19/01/2023 7:09,Stations Event
18/01/2023 23:38,2.8,MLv,39.3867° N,26.2494° E,7,Turkey,M,19/01/2023 7:07,Stations Event
18/01/2023 21:01,2.7,MLv,40.5399° N,32.9654° E,5,Orta-Cankiri,M,19/01/2023 13:04,Stations Event
18/01/2023 20:40,2.7,MLv,38.3310° N,27.2298° E,4,Buca-izmir,M,19/01/2023 6:55,Stations Event
18/01/2023 20:25,2.5,MLv,39.3591° N,41.1815° E,2,Tekman-Erzurum,M,19/01/2023 6:52,Stations Event
18/01/2023 19:37,3.2,MLv,35.7826° N,29.3489° E,6,Eastern Mediterranean Sea,M,19/01/2023 6:47,Stations Event
18/01/2023 19:15,2.7,MLv,40.2429° N,26.9959° E,6,Biga-Canakkale,M,19/01/2023 6:43,Stations Event
18/01/2023 17:24,2.6,MLv,38.3063° N,27.1811° E,5,Gaziemir-izmir,M,19/01/2023 6:36,Stations Event
18/01/2023 16:44,2.7,MLv,38.3426° N,27.2187° E,1,Buca-izmir,M,19/01/2023 6:29,Stations Event
18/01/2023 13:30,3.4,MLv,37.0178° N,36.0217° E,7,Ceyhan-Adana,M,19/01/2023 6:26,Stations Event
18/01/2023 11:25,3,MLv,38.3398° N,27.2409° E,3,Buca-izmir,M,19/01/2023 6:23,Stations Event
18/01/2023 10:08,6.1,MLv,38.0603° N,45.2820° E,153,Armenia-Azerbaijan-Iran Border Reg.,A,18/01/2023 10:32,Stations Event
18/01/2023 10:01,1.9,MLv,36.1076° N,33.5557° E,3,Turkey,M,18/01/2023 11:58,Stations Event
18/01/2023 7:54,3.6,MLv,39.4328° N,26.3068° E,3,Turkey,M,18/01/2023 11:50,Stations Event
18/01/2023 6:06,6.5,Mwp,2.7208° N,127.0376° E,10,Northern Molucca Sea,A,18/01/2023 8:08,Stations Event
18/01/2023 3:03,2.4,MLv,40.8381° N,27.5092° E,9,Marmara Denizi (Bati),M,18/01/2023 7:44,Stations Event
18/01/2023 2:16,2.4,MLv,40.7336° N,42.1517° E,5,Olur-Erzurum,M,18/01/2023 7:47,Stations Event
18/01/2023 1:48,2.8,MLv,36.5908° N,27.5525° E,77,"Dodecanese Islands,  Greece",M,18/01/2023 7:35,Stations Event
18/01/2023 0:34,6,Mwp,0.0339° N,123.1446° E,163,"Minahassa Peninsula,  Sulawesi",A,18/01/2023 6:24,Stations Event
18/01/2023 0:21,2.6,MLv,39.3769° N,26.2319° E,5,Turkey,M,18/01/2023 7:26,Stations Event
17/01/2023 23:38,3.2,MLv,38.3421° N,27.2343° E,5,Buca-izmir,M,18/01/2023 7:14,Stations Event
17/01/2023 23:32,2.6,MLv,39.3602° N,26.2607° E,8,Midilli Adasi-Ege Denizi,M,18/01/2023 7:06,Stations Event
17/01/2023 19:38,2.9,MLv,40.7589° N,29.0778° E,5,Marmara Denizi (Dogu),M,18/01/2023 7:03,Stations Event
17/01/2023 19:31,2.3,MLv,37.0562° N,28.4398° E,5,Ula-Mugla,M,18/01/2023 6:46,Stations Event
17/01/2023 18:22,3,MLv,37.3065° N,36.3990° E,8,Duzici-Osmaniye,M,18/01/2023 7:59,Stations Event
17/01/2023 17:54,2.1,MLv,40.7798° N,29.0782° E,9,Marmara Denizi (Dogu),M,18/01/2023 6:43,Stations Event
17/01/2023 17:28,2.4,MLv,39.6196° N,38.2008° E,3,Divrigi-Sivas,M,18/01/2023 6:31,Stations Event
17/01/2023 15:35,3.3,MLv,39.3736° N,26.2451° E,5,Turkey,M,18/01/2023 6:25,Stations Event
17/01/2023 14:26,3.2,MLv,39.7362° N,27.7404° E,5,Merkez-Balikesir,M,18/01/2023 6:01,Stations Event
17/01/2023 11:40,2.9,MLv,36.2974° N,27.6050° E,2,"Dodecanese Islands,  Greece",M,17/01/2023 12:00,Stations Event
17/01/2023 9:49,2,MLv,36.2246° N,33.7307° E,1,Silifke-Mersin,M,17/01/2023 11:04,Stations Event
17/01/2023 9:34,3.4,MLv,39.3785° N,26.2293° E,4,Turkey,M,17/01/2023 11:02,Stations Event
17/01/2023 6:23,2.5,MLv,39.3724° N,26.2880° E,3,Midilli Adasi-Ege Denizi,M,17/01/2023 10:55,Stations Event
16/01/2023 22:47,2.5,MLv,38.3436° N,27.2171° E,2,Buca-izmir,M,17/01/2023 10:52,Stations Event
16/01/2023 22:19,2.4,MLv,39.5278° N,25.9722° E,0,Aegean Sea,M,17/01/2023 10:47,Stations Event
16/01/2023 22:07,3.1,MLv,39.3431° N,26.2384° E,7,Midilli Adasi-Ege Denizi,M,17/01/2023 10:44,Stations Event
